Ref,Connectivity,Entropy R3,Harmonic Mean Depth R3,Integration (HH) R3,Integration (P-value) R3,Integration (Tekl) R3,Intensity R3,Line Length,Mean Depth R3,Node Count R3,Relativised Entropy R3,研究員,男性,女性,地點編號,進入街道時間 (Sensor),在目標地點的時間 (Sensor),熱感受_13-value,太陽輻射的強度,濕度,熱感受_7-value,風速,time,填答秒數,Period,Date_Period,Block,lat,lon
19,3,1.4860064,5.5081968,1.3076391,1.3076391,0.6475991,1.3111821,23.143644,2.2857144,15,1.6335514,閔翔,1,0,100,3027,3038,0,0,1,0,1,2024/8/29 上午 11:43:06,22,2,8292,100,25.0407087,121.5328036
65,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,104.22419,2.2222223,10,1.4379251,閔翔,1,0,19.2,3053,3130,0,-1,0,0,1,2024/8/29 上午 11:44:01,49,2,8292,19.2,25.0406122,121.5322452
65,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,104.22419,2.2222223,10,1.4379251,閔翔,1,0,19.1,3147,3154,0,0,0,0,0,2024/8/29 上午 11:44:25,19,2,8292,19.1,25.0406991,121.5320006
63,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,39.423187,2.4000001,16,1.7939149,閔翔,1,0,17,3216,3230,0.5,0,0,1,0,2024/8/29 上午 11:44:58,26,2,8292,17,25.0408152,121.53176
62,4,1.4278139,8.5146198,1.6741856,1.6741856,0.69851047,1.1154796,135.60442,2.375,25,1.838447,閔翔,1,0,16,3305,3353,0,0,1,0,0,2024/8/29 上午 11:46:20,69,2,8292,16,25.0409982,121.5308349
50,2,1.3052267,5.0574713,1.3088794,1.3088794,0.64932406,0.95381951,59.938217,2.5,19,1.9928683,閔翔,1,0,66,3440,3454,-0.5,0,-1,-1,2,2024/8/29 上午 11:47:27,58,2,8292,66,25.0408748,121.5301576
42,3,1.3635821,7.5505619,1.632839,1.632839,0.69342643,1.0129467,89.220947,2.4400001,26,1.9389621,閔翔,1,0,20,3532,3541,0,0,0,0,0,2024/8/29 上午 11:48:10,31,2,8292,20,25.0407062,121.5297888
8,3,1.4060923,6.7692308,1.4896638,1.4896638,0.67561632,1.0936273,59.241184,2.4000001,21,1.8471928,閔翔,1,0,54,3629,3709,-0.5,-1,-1,-1,2,2024/8/29 上午 11:49:50,94,2,8292,54,25.0412222,121.5293752
9,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,51.308941,2.347826,24,1.7904537,閔翔,1,0,55,3750,3803,0.5,-1,-1,1,1,2024/8/29 上午 11:50:36,32,2,8292,55,25.0405354,121.5291984
77,3,1.4590468,6.810811,1.5395753,1.5395753,0.68260622,1.2158724,81.858826,2.3157895,20,1.7137352,閔翔,1,0,25,3835,3852,0.5,0,1,1,1,2024/8/29 上午 11:51:21,41,2,8292,25,25.040227,121.5294458
51,3,1.3033811,7.0588236,1.5346701,1.5346701,0.68154991,0.93098646,57.875652,2.5,25,2.046488,閔翔,1,0,67,3929,3934,0.5,0,-1,1,0,2024/8/29 上午 11:52:08,41,2,8292,67,25.0404471,121.5300228
43,4,1.45732,8.727273,1.7265038,1.7265038,0.70471239,1.175258,154.72107,2.3333333,25,1.7704366,閔翔,1,0,21,4013,4040,0,-1,0,0,0,2024/8/29 上午 11:53:02,50,2,8292,21,25.0405667,121.5303935
43,4,1.45732,8.727273,1.7265038,1.7265038,0.70471239,1.175258,154.72107,2.3333333,25,1.7704366,閔翔,1,0,22,4135,4140,0.5,-1,0,1,0,2024/8/29 上午 11:54:09,62,2,8292,22,25.0403395,121.5312408
60,4,1.4060208,8.6153851,1.6794915,1.6794915,0.69892079,1.0751923,64.278275,2.4000001,26,1.8841705,閔翔,1,0,85,4224,4247,0.5,0,0,1,0,2024/8/29 上午 11:55:30,77,2,8292,85,25.0405,121.5315933
44,5,1.5140622,8.5714283,1.7307693,1.7307693,0.70672709,1.3323747,71.484612,2.2380953,22,1.6421758,閔翔,1,0,23,4344,4405,0.5,1,0,0,1,2024/8/29 上午 11:56:24,48,2,8292,23,25.040236,121.5319224
71,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,31.422556,2.3571429,15,1.7176391,閔翔,1,0,94,4445,4456,1,0,-1,1,1,2024/8/29 上午 11:57:18,43,2,8292,94,25.0400401,121.5322523
70,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,59.04446,2.4444444,10,1.7367692,閔翔,1,0,32,4504,4542,0,0,-1,0,0,2024/8/29 上午 11:58:06,35,2,8292,32,25.0398396,121.5317679
79,2,1.3805348,5.1428571,1.3443909,1.3443909,0.65431285,1.0804185,23.644192,2.4117646,18,1.8379663,閔翔,1,0,87,4553,4605,1,-1,-1,1,0,2024/8/29 上午 11:58:41,30,2,8292,87,25.0399584,121.5316595
78,4,1.4583882,7.8805971,1.6071428,1.6071428,0.69100952,1.1883163,26.093475,2.3333333,22,1.7643235,閔翔,1,0,86,4633,4650,0.5,-1,-1,1,0,2024/8/29 上午 11:59:26,37,2,8292,86,25.0402036,121.5316126
80,1,1.3055289,2.3529413,0.73918515,0.73918515,0.5041489,1.0681599,57.749931,2.5,9,1.7962018,閔翔,1,0,27,4708,4715,-0.5,-1,0,-1,2,2024/8/29 上午 11:59:58,27,2,8292,27,25.0400454,121.5314133
74,3,1.4441595,6.2068968,1.4028426,1.4028426,0.66319418,1.1815851,25.79925,2.3529413,18,1.7547162,閔翔,1,0,76,4758,4815,0.5,-1,-1,1,0,2024/8/29 下午 12:00:38,34,2,8292,76,25.0401725,121.5310207
75,3,1.4146782,6.3157897,1.4135897,1.4135897,0.66484892,1.1199536,32.595676,2.3888888,19,1.8209543,閔翔,1,0,77,4830,4842,0.5,0,-1,1,0,2024/8/29 下午 12:01:08,25,2,8292,77,25.0400211,121.5309618
76,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,112.28374,2.347826,24,1.7904537,閔翔,1,0,26,4854,4940,0.5,0,0,1,0,2024/8/29 下午 12:02:12,51,2,8292,26,25.039996,121.5303698
52,4,1.5078828,7.9370079,1.8135039,1.8135039,0.7180022,1.4393427,49.305782,2.1500001,21,1.526921,閔翔,1,0,68,5023,5040,1,1,-1,1,0,2024/8/29 下午 12:03:09,51,2,8292,68,25.0399916,121.5298713
67,4,1.4372839,7.394958,1.5448366,1.5448366,0.68307137,1.1608831,68.223114,2.3499999,21,1.7988788,閔翔,1,0,29,5127,5144,0.5,1,-1,1,0,2024/8/29 下午 12:04:11,54,2,8292,29,25.0395471,121.5301535
68,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,68.362869,2.2666667,16,1.6082193,閔翔,1,0,30,5212,5241,1,2,0,1,0,2024/8/29 下午 12:05:24,67,2,8292,30,25.0395569,121.5305469
94,3,1.3262645,6.5546217,1.4516129,1.4516129,0.67052817,0.97259396,21.51779,2.4761906,22,1.9952292,閔翔,1,0,78,5318,5332,2,1,0,2,0,2024/8/29 下午 12:06:05,28,2,8292,78,25.0398086,121.5309444
69,4,1.4643856,7.2727275,1.5395753,1.5395753,0.68260622,1.2203213,69.057907,2.3157895,20,1.7376446,閔翔,1,0,31,5350,5438,0.5,1,0,1,1,2024/8/29 下午 12:07:03,45,2,8292,31,25.0397939,121.5315543
102,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,82.378548,2.4444444,10,1.7367692,閔翔,1,0,88,5451,5532,1.5,2,0,2,0,2024/8/29 下午 12:08:14,62,2,8292,88,25.0391891,121.5317216
101,4,1.5155047,6.9565215,1.5364467,1.5364467,0.68301076,1.3639542,26.079014,2.2352941,18,1.6029594,閔翔,1,0,89,5609,5618,1.5,1,-1,2,0,2024/8/29 下午 12:08:48,26,2,8292,89,25.0389254,121.5316726
103,3,1.4990152,6.2222223,1.5405476,1.5405476,0.68430793,1.4157366,83.308861,2.1875,17,1.5332038,閔翔,1,0,90,5635,5656,0.5,1,-1,1,1,2024/8/29 下午 12:09:28,31,2,8292,90,25.038671,121.5316317
27,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,38.831203,2.4000001,16,1.7939149,閔翔,1,0,48,5723,5728,1,1,0,1,1,2024/8/29 下午 12:10:05,26,2,8292,48,25.0383228,121.531684
73,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,106.45377,2.2142856,15,1.5276568,閔翔,1,0,96.3,5753,5810,0.5,0,-1,1,0,2024/8/29 下午 12:10:42,32,2,8292,96.3,25.0384917,121.5318861
73,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,106.45377,2.2142856,15,1.5276568,閔翔,1,0,96.2,5830,5859,1.5,1,0,2,0,2024/8/29 下午 12:11:31,42,2,8292,96.2,25.0386922,121.5320289
73,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,106.45377,2.2142856,15,1.5276568,閔翔,1,0,96.1,5918,5929,0,0,-1,0,1,2024/8/29 下午 12:12:06,31,2,8292,96.1,25.0388415,121.5321967
92,2,1.4174378,4.48,1.1561403,1.1561403,0.61990625,1.1673018,65.766846,2.3846154,14,1.7433239,閔翔,1,0,39,4,14,0.5,0,0,0,0,2024/8/29 下午 12:12:47,29,2,8292,39,25.0390333,121.5325596
22,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,107.13454,2.2727273,12,1.5487748,閔翔,1,0,103,34,113,2.5,2,0,3,0,2024/8/29 下午 12:14:03,71,2,8292,103,25.0386846,121.5326969
28,3,1.4860064,5.5081968,1.3076391,1.3076391,0.6475991,1.3111821,108.48433,2.2857144,15,1.6335514,閔翔,1,0,49,154,222,1.5,1,-1,2,0,2024/8/29 下午 12:14:55,44,2,8292,49,25.0383065,121.5321482
3,2,1.5306391,3,0.8619656,0.8619656,0.52832085,1.7493018,83.00872,2.1428571,8,1.2942394,閔翔,1,0,4,5210,5218,-1,-1,1,-1,2,2024/8/30 下午 01:04:49,128,2,8302,4,25.0423925,121.5324921
2,2,1.5491613,2.6666667,0.84912294,0.84912294,0.51139158,2.1688259,21.43762,2,7,1.0911623,閔翔,1,0,3,5243,5250,0,-1,0,0,1,2024/8/30 下午 01:05:19,26,2,8302,3,25.0424463,121.5322938
38,2,1.5142466,3.6923077,1,1,0.57812965,1.5142466,89.247681,2.2222223,10,1.4379251,閔翔,1,0,91,5310,5335,0,-1,1,0,0,2024/8/30 下午 01:05:54,26,2,8302,91,25.0420397,121.5322508
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,5404,5410,0.5,0,0,1,0,2024/8/30 下午 01:06:34,36,2,8302,92,25.0416144,121.5322002
41,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,76.905556,2.2727273,12,1.5487748,閔翔,1,0,10,5422,5439,0.5,0,1,1,0,2024/8/30 下午 01:07:01,23,2,8302,10,25.0415709,121.5324018
16,3,1.4989992,5.915493,1.3873369,1.3873369,0.66087639,1.3324437,27.527857,2.2666667,16,1.6082193,閔翔,1,0,98,5454,5507,0,0,1,0,0,2024/8/30 下午 01:07:32,27,2,8302,98,25.0414703,121.5328007
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,5521,5536,0.5,0,1,1,0,2024/8/30 下午 01:07:59,23,2,8302,99,25.0411445,121.532802
18,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,26.977301,2.2941177,18,1.664782,閔翔,1,0,106,5552,5600,0.5,0,1,1,0,2024/8/30 下午 01:08:27,24,2,8302,106,25.0408874,121.5328053
64,3,1.4524539,4.9411764,1.2241485,1.2241485,0.63241249,1.2708972,86.460815,2.3076923,14,1.6808264,閔翔,1,0,18,5618,5642,-0.5,0,1,-1,1,2024/8/30 下午 01:09:08,33,2,8302,18,25.0408024,121.5323018
63,2,1.3993975,4.848485,1.2552096,1.2552096,0.63915122,1.1195179,39.423187,2.4000001,16,1.7939149,閔翔,1,0,17,5710,5727,1,0,1,1,0,2024/8/30 下午 01:09:53,40,2,8302,17,25.0408152,121.53176
59,3,1.3757659,7.9245281,1.7372102,1.7372102,0.70512402,1.0411202,22.109577,2.4074075,28,1.9028199,閔翔,1,0,105,5743,5756,1,0,0,1,0,2024/8/30 下午 01:10:22,21,2,8302,105,25.04090347,121.5315531
58,5,1.4670827,9.5287962,1.7812788,1.7812788,0.71068245,1.1920048,29.145121,2.3199999,26,1.7719444,閔翔,1,0,84,5818,5836,0,0,0,1,0,2024/8/30 下午 01:11:00,30,2,8302,84,25.041011,121.5315148
104,2,1.3622934,5.3846154,1.4255327,1.4255327,0.66666669,1.047918,145.34445,2.4210527,20,1.87628,閔翔,1,0,104,5900,5929,0,0,0,0,0,2024/8/30 下午 01:11:53,48,2,8302,104,25.0410022,121.5317466
17,4,1.5232575,7.7241378,1.6734514,1.6734514,0.70075864,1.3847796,27.863453,2.2105262,20,1.5743387,閔翔,1,0,99,13,22,-1,0,1,-1,2,2024/8/30 下午 01:12:44,46,2,8302,99,25.0411445,121.532802
37,3,1.4726398,6.0759492,1.3938289,1.3938289,0.66181248,1.2517439,58.103252,2.3125,17,1.6838834,閔翔,1,0,14,36,53,-0.5,0,0,-1,1,2024/8/30 下午 01:13:17,25,2,8302,14,25.0413339,121.5324443
40,2,1.4854122,4.2105265,1.1191936,1.1191936,0.60985333,1.3711498,27.512499,2.2727273,12,1.5487748,閔翔,1,0,93,112,123,0,0,0,0,0,2024/8/30 下午 01:13:47,22,2,8302,93,25.0414308,121.5322057
39,3,1.5531402,4.3636365,1.2063863,1.2063863,0.627249,1.7084541,16.346945,2.0999999,11,1.3434201,閔翔,1,0,92,140,152,0,0,1,0,0,2024/8/30 下午 01:14:17,25,2,8302,92,25.0416144,121.5322002
31,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,73.204788,2.4615386,14,1.8866836,閔翔,1,0,9,203,220,0,0,1,0,0,2024/8/30 下午 01:14:49,24,2,8302,9,25.0416981,121.532012
57,5,1.5389825,8.8111887,1.8,1.8,0.71533829,1.4107339,45.69553,2.1904762,22,1.567723,閔翔,1,0,83,246,258,0,-1,-1,0,0,2024/8/30 下午 01:15:28,29,2,8302,83,25.0415812,121.5316369
36,2,1.3419172,4.6451612,1.1981546,1.1981546,0.62953198,1.0224131,71.895363,2.4666667,16,1.9073327,閔翔,1,0,13,327,410,-1,-1,1,-1,2,2024/8/30 下午 01:16:57,82,2,8302,13,25.0413284,121.5317153
35,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,120.19537,2.4285715,22,1.9013594,閔翔,1,0,12,512,540,0,0,-1,0,2,2024/8/30 下午 01:18:08,67,2,8302,12,25.0414352,121.5311029
49,4,1.449296,8.3999996,1.6700469,1.6700469,0.69828314,1.1594368,49.669792,2.347826,24,1.7904537,閔翔,1,0,65,628,641,0,0,0,0,1,2024/8/30 下午 01:19:02,50,2,8302,65,25.0413736,121.5303026
61,2,1.3366557,5,1.2906152,1.2906152,0.64601481,1.0024918,89.162384,2.4705882,18,1.9312027,閔翔,1,0,15,709,721,0.5,0,1,1,1,2024/8/30 下午 01:19:51,44,2,8302,15,25.0412456,121.5298335
7,3,1.3801751,6.8571429,1.5,1.5,0.67699248,1.0470294,50.392727,2.4285715,22,1.9013594,閔翔,1,0,53,759,807,1.5,0,-1,2,0,2024/8/30 下午 01:20:35,39,2,8302,53,25.0414314,121.5294395
34,3,1.3953235,7.1489363,1.5598243,1.5598243,0.68473619,1.069748,89.130417,2.409091,23,1.8724692,閔翔,1,0,11,840,905,0,0,1,0,0,2024/8/30 下午 01:21:27,40,2,8302,11,25.0416826,121.530095
48,2,1.3544021,5.2173915,1.3592209,1.3592209,0.65684551,1.0293455,44.03548,2.4444444,19,1.898284,閔翔,1,0,64,934,943,0.5,0,1,1,0,2024/8/30 下午 01:22:07,36,2,8302,64,25.0418302,121.5304671
33,3,1.4390807,6.9421487,1.5448366,1.5448366,0.68307137,1.1623344,89.094696,2.3499999,21,1.7692264,閔翔,1,0,7,1008,1012,0.5,0,1,1,0,2024/8/30 下午 01:22:41,30,2,8302,7,25.0420172,121.5303675
6,3,1.4316345,6.6666665,1.4803609,1.4803609,0.674389,1.1453077,42.760738,2.3684211,20,1.7898073,閔翔,1,0,52,1105,1129,1,0,0,1,0,2024/8/30 下午 01:24:01,75,2,8302,52,25.041882,121.5296166
5,3,1.5214777,5.7142859,1.3845592,1.3845592,0.66066402,1.4263853,51.724953,2.2142856,15,1.5276568,閔翔,1,0,51,1212,1224,0.5,0,0,1,1,2024/8/30 下午 01:24:53,48,2,8302,51,25.0423894,121.5297524
4,2,1.4754353,3.8709676,1.0207884,1.0207884,0.58639652,1.3524823,79.118973,2.3,11,1.5687064,閔翔,1,0,50,1253,1306,0.5,1,0,1,2,2024/8/30 下午 01:25:30,33,2,8302,50,25.0427906,121.5298397
0,2,1.5306391,3,0.8619656,0.8619656,0.52832085,1.7493018,116.34516,2.1428571,8,1.2942394,閔翔,1,0,1,1323,1345,0,-1,0,0,1,2024/8/30 下午 01:26:04,29,2,8302,1,25.0429271,121.5305603
46,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,57.473774,2.4444444,10,1.7367692,閔翔,1,0,62,1415,1428,1,0,0,1,0,2024/8/30 下午 01:26:54,45,2,8302,62,25.0425721,121.5306431
29,3,1.5415961,5.1063828,1.3988512,1.3988512,0.66463226,1.6700624,89.137909,2.0833333,13,1.3539122,閔翔,1,0,5,1507,1532,0,0,1,0,1,2024/8/30 下午 01:27:56,57,2,8302,5,25.0424483,121.5304177
47,4,1.5375459,6.7469878,1.5405476,1.5405476,0.68430793,1.4521267,47.867493,2.1875,17,1.5290827,閔翔,1,0,63,1648,1712,1,0,-1,1,1,2024/8/30 下午 01:29:25,85,2,8302,63,25.0421985,121.5305674
32,3,1.4176338,7.0534353,1.5517242,1.5517242,0.68380839,1.1138551,119.50666,2.3809524,22,1.8221259,閔翔,1,0,8,1731,1756,1,0,1,1,0,2024/8/30 下午 01:30:25,55,2,8302,8,25.0418886,121.530908
56,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,43.332329,2.3333333,13,1.650112,閔翔,1,0,82,1910,1925,0,-1,0,0,0,2024/8/30 下午 01:31:45,75,3,8303,82,25.0419689,121.5318546
30,1,1.3055289,2.3529413,0.73918515,0.73918515,0.5041489,1.0681599,129.68591,2.5,9,1.7962018,閔翔,1,0,6,1950,2010,0.5,1,0,1,1,2024/8/30 下午 01:32:41,51,3,8303,6,25.0422954,121.5309931
46,1,1.3532825,2.6086957,0.84615386,0.84615386,0.54047632,1.1277354,57.473774,2.4444444,10,1.7367692,閔翔,1,0,62,2127,2132,0.5,0,0,1,0,2024/8/30 下午 01:34:00,75,3,8303,62,25.0425721,121.5306431
1,2,1.5491613,2.6666667,0.84912294,0.84912294,0.51139158,2.1688259,147.1869,2,7,1.0911623,閔翔,1,0,2,2153,2228,-0.5,-1,0,0,1,2024/8/30 下午 01:34:49,45,3,8303,2,25.0427499,121.5313395
55,1,1.263447,1.7777778,0.56608194,0.56608194,0.41702187,1.1055162,63.881985,2.5,7,1.748399,閔翔,1,0,81,2335,2350,1,0,1,1,0,2024/8/30 下午 01:36:14,80,3,8303,81,25.0422865,121.5319904
23,3,1.5415961,5.1063828,1.3988512,1.3988512,0.66463226,1.6700624,65.22097,2.0833333,13,1.3539122,閔翔,1,0,44,802,810,0.5,-1,1,0,0,2024/8/30 下午 02:20:54,60,3,8303,44,25.0383855,121.5286798
24,3,1.4726398,6.0759492,1.3938289,1.3938289,0.66181248,1.2517439,70.23468,2.3125,17,1.6838834,閔翔,1,0,45,845,916,0.5,0,1,0,0,2024/8/30 下午 02:21:49,48,3,8303,45,25.0383887,121.5291668
83,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,53.085732,2.3333333,13,1.650112,閔翔,1,0,72,943,955,1,0,1,1,0,2024/8/30 下午 02:22:18,23,3,8303,72,25.0384623,121.5294379
85,3,1.5531402,4.3636365,1.3270249,1.3270249,0.65321249,1.8982824,88.490143,2,11,1.229477,閔翔,1,0,41,1010,1036,0,0,0,0,0,2024/8/30 下午 02:22:59,33,3,8303,41,25.0386279,121.5290421
86,2,1.5085742,4,1.1058542,1.1058542,0.60528529,1.5085742,64.411659,2.2,11,1.4395257,閔翔,1,0,61,1104,1107,1.5,-1,-1,2,1,2024/8/30 下午 02:23:34,31,3,8303,61,25.0385565,121.5287272
23,3,1.5415961,5.1063828,1.3988512,1.3988512,0.66463226,1.6700624,65.22097,2.0833333,13,1.3539122,閔翔,1,0,44,1129,1132,0,0,1,0,1,2024/8/30 下午 02:24:05,26,3,8303,44,25.0383855,121.5286798
14,3,1.5415961,5.1063828,1.2989333,1.2989333,0.64596856,1.5415961,65.980621,2.1666667,13,1.4444195,閔翔,1,0,60,1150,1202,1,0,1,1,0,2024/8/30 下午 02:24:36,25,3,8303,60,25.0384912,121.5284798
84,2,1.5085742,4,1.1058542,1.1058542,0.60528529,1.5085742,47.719105,2.2,11,1.4395257,閔翔,1,0,40,1222,1232,-1,-1,0,-1,2,2024/8/30 下午 02:25:06,26,3,8303,40,25.0386361,121.5286879
13,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,46.470898,2.3333333,13,1.650112,閔翔,1,0,59,1254,1315,0,-1,1,0,0,2024/8/30 下午 02:25:32,22,3,8303,59,25.0388121,121.5286443
87,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,97.625801,2.2307692,14,1.5425942,閔翔,1,0,34,1331,1345,-1,-1,1,-1,2,2024/8/30 下午 02:26:11,34,3,8303,34,25.038994,121.529181
82,3,1.5415961,5.1063828,1.2989333,1.2989333,0.64596856,1.5415961,39.159924,2.1666667,13,1.4444195,閔翔,1,0,71,1419,1435,0.5,0,1,1,0,2024/8/30 下午 02:26:51,36,3,8303,71,25.0387908,121.5294575
83,2,1.4535002,4.3636365,1.1365665,1.1365665,0.61485791,1.2597001,53.085732,2.3333333,13,1.650112,閔翔,1,0,72,1450,1454,-0.5,0,0,-1,2,2024/8/30 下午 02:27:16,22,3,8303,72,25.0384623,121.5294379
25,3,1.4791145,6.4000001,1.4666082,1.4666082,0.67273146,1.2678125,123.83304,2.2941177,18,1.664782,閔翔,1,0,46,150,1525,0,0,-1,0,1,2024/8/30 下午 02:27:52,30,3,8303,46,25.0383724,121.5297702
26,4,1.5238379,7.3846154,1.606352,1.606352,0.69234449,1.3787105,93.83889,2.2222223,19,1.5837113,閔翔,1,0,47,1647,1722,-0.5,0,-1,-1,2,2024/8/30 下午 02:29:43,107,3,8303,47,25.0383234,121.5311958
103,3,1.4990152,6.2222223,1.5405476,1.5405476,0.68430793,1.4157366,83.308861,2.1875,17,1.5332038,閔翔,1,0,90,1800,1832,-1,0,0,-1,2,2024/8/30 下午 02:30:48,61,3,8303,90,25.038671,121.5316317
100,4,1.5517561,6.8571429,1.6261337,1.6261337,0.69710863,1.5517561,48.928677,2.125,17,1.4474835,閔翔,1,0,43,1843,1859,0,0,-1,0,0,2024/8/30 下午 02:31:26,32,3,8303,43,25.0388829,121.5313593
96,4,1.4750162,8.5853662,1.7257152,1.7257152,0.705015,1.2207031,46.072742,2.3043478,24,1.723595,閔翔,1,0,80,1927,1950,-1,0,0,-1,1,2024/8/30 下午 02:32:14,41,3,8303,80,25.0391935,121.5311304
95,3,1.4033208,7.3846154,1.6178579,1.6178579,0.69188631,1.086442,42.677994,2.3913043,24,1.8516062,閔翔,1,0,79,2808,2028,-1.5,0,-1,-1,2,2024/8/30 下午 02:33:07,49,3,8303,79,25.0395964,121.5310155
96,4,1.4750162,8.5853662,1.7257152,1.7257152,0.705015,1.2207031,46.072742,2.3043478,24,1.723595,閔翔,1,0,80,2104,2112,-1,-1,0,-1,1,2024/8/30 下午 02:33:39,28,3,8303,80,25.0391935,121.5311304
97,4,1.5347224,7.4666667,1.6828449,1.6828449,0.70292342,1.4579864,47.795788,2.1666667,19,1.5144788,閔翔,1,0,42,2147,2153,-1,0,0,-1,2,2024/8/30 下午 02:34:16,33,3,8303,42,25.0388676,121.5309387
98,4,1.5404148,7.1489363,1.6132691,1.6132691,0.69413465,1.4593403,85.304672,2.1764705,18,1.5170654,閔翔,1,0,75,2226,2307,-0.5,-1,1,-1,1,2024/8/30 下午 02:35:45,85,3,8303,75,25.038429,121.5306227
99,3,1.4990152,6.2222223,1.4635203,1.4635203,0.67259115,1.3412241,40.654255,2.25,17,1.5970589,閔翔,1,0,74,2352,2358,0,0,0,0,0,2024/8/30 下午 02:36:26,36,3,8303,74,25.0389129,121.5306461
93,2,1.3845311,4.0975609,1.0697098,1.0697098,0.60170126,1.1249316,38.536835,2.4166667,13,1.7917442,閔翔,1,0,73,2428,2442,0,-1,0,0,0,2024/8/30 下午 02:37:12,43,3,8303,73,25.0392812,121.5303807
67,4,1.4372839,7.394958,1.5448366,1.5448366,0.68307137,1.1608831,68.223114,2.3499999,21,1.7988788,閔翔,1,0,29,2505,2521,1,1,0,1,1,2024/8/30 下午 02:37:51,35,3,8303,29,25.0395471,121.5301535
66,2,1.4274213,4.9411764,1.31797,1.31797,0.64956075,1.202039,78.895355,2.3333333,16,1.7064047,閔翔,1,0,28,2556,2600,-1,0,0,-1,1,2024/8/30 下午 02:38:29,34,3,8303,28,25.0396865,121.529709
10,4,1.4372839,7.394958,1.5448366,1.5448366,0.68307137,1.1608831,51.105816,2.3499999,21,1.7988788,閔翔,1,0,56,2659,2732,2,2,-1,2,2,2024/8/30 下午 02:39:45,72,3,8303,56,25.0402085,121.5290808
77,3,1.4590468,6.810811,1.5395753,1.5395753,0.68260622,1.2158724,81.858826,2.3157895,20,1.7137352,閔翔,1,0,25,2740,2805,0,-1,1,0,0,2024/8/30 下午 02:40:46,49,3,8303,25,25.040227,121.5294458
52,4,1.5078828,7.9370079,1.8135039,1.8135039,0.7180022,1.4393427,49.305782,2.1500001,21,1.526921,閔翔,1,0,68,2846,2850,0.5,0,1,1,0,2024/8/30 下午 02:41:28,29,3,8303,68,25.0399916,121.5298713
53,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,50.939728,2.4615386,14,1.8866836,閔翔,1,0,69.1,2934,2943,0,-1,0,0,0,2024/8/30 下午 02:42:15,43,3,8303,69.1,25.0394751,121.5297346
53,2,1.3386233,4.173913,1.0952908,1.0952908,0.60852319,1.0411515,50.939728,2.4615386,14,1.8866836,閔翔,1,0,69.2,3003,3016,0,0,0,0,1,2024/8/30 下午 02:42:50,30,3,8303,69.2,25.0393667,121.5295951
54,1,1.3616542,1.7142857,0.49860358,0.49860358,0.35620719,1.3616542,75.91761,2.4000001,6,1.5093437,閔翔,1,0,33,3035,3054,0,-1,1,0,1,2024/8/30 下午 02:43:25,28,3,8303,33,25.0393842,121.5291679
11,2,1.4290229,4.7457628,1.238816,1.238816,0.63570756,1.1908524,53.777714,2.3571429,15,1.7176391,閔翔,1,0,57,3134,3214,0,-1,0,0,1,2024/8/30 下午 02:44:43,74,3,8303,57,25.0396876,121.5289609
12,3,1.4860064,5.5081968,1.3076391,1.3076391,0.6475991,1.3111821,49.513103,2.2857144,15,1.6335514,閔翔,1,0,58,3249,3300,0.5,0,0,0,1,2024/8/30 下午 02:45:26,39,3,8303,58,25.0393934,121.5288781
87,3,1.5164965,5.3333335,1.3006579,1.3006579,0.64624065,1.4153968,97.625801,2.2307692,14,1.5425942,閔翔,1,0,34,3328,3341,-1,-1,-1,-1,2,2024/8/30 下午 02:46:03,29,3,8303,34,25.038994,121.529181
